,brand,model,fuel,transtype,owner,manufacture,kms,price
1401,Maruti,Maruti Ertiga SHVS,Diesel,Manual,1,2016,80000,600000
1402,Mahindra,Mahindra Scorpio SLE,Diesel,Manual,1,2010,185000,400000
1403,Maruti,Maruti Swift VDI,Diesel,Manual,2,2014,57000,370000
1404,Maruti,Maruti 800 DX,Petrol,Manual,1,2000,60000,50000
1405,Honda,Honda City 1.5,Petrol,Manual,2,2004,120000,125000
1406,Honda,Honda CR-V Diesel,Diesel,Automatic,1,2018,26000,1800000
1407,Hyundai,Hyundai Grand i10,Petrol,Automatic,1,2019,20000,650000
1408,Maruti,Maruti Ertiga BSIV,Petrol,Automatic,1,2017,30600,800000
1409,Volkswagen,Volkswagen Polo 1.0,Petrol,Manual,1,2020,5000,802000
1410,Audi,Audi A4 35,Diesel,Automatic,3,2015,35000,2300000
1411,Hyundai,Hyundai Xcent 1.1,Diesel,Manual,1,2016,35000,430000
1412,Hyundai,Hyundai Verna 1.6,Petrol,Manual,1,2017,23000,650000
1413,Mahindra,Mahindra Scorpio 2.6,Diesel,Manual,1,2004,120000,170000
1414,Skoda,Skoda Superb Elegance,Diesel,Automatic,1,2011,235000,450000
1415,Maruti,Maruti Alto 800,Petrol,Manual,1,2013,87000,250000
1416,Ford,Ford Ecosport 1.0,Petrol,Manual,2,2014,72000,550000
1417,Jaguar,Jaguar XF 3.0,Diesel,Automatic,2,2013,64000,2000000
1418,Maruti,Maruti Zen Estilo,Petrol,Manual,2,2007,100000,140000
1419,Chevrolet,Chevrolet Beat LT,Petrol,Manual,1,2012,12000,155000
1420,Hyundai,Hyundai Accent Executive,Petrol,Manual,3,2010,67000,120000
1421,Toyota,Toyota Innova 2.5,Diesel,Manual,1,2012,70000,287000
1422,Maruti,Maruti Baleno Alpha,Diesel,Manual,1,2016,60000,675000
1423,Hyundai,Hyundai i10 Magna,Petrol,Manual,2,2011,74500,235000
1424,Hyundai,Hyundai i20 1.4,Diesel,Manual,2,2011,118700,300000
1425,Nissan,Nissan Micra XL,Petrol,Automatic,2,2015,40000,434999
1426,Mahindra,Mahindra Scorpio VLX,Diesel,Automatic,3,2004,223660,225000
1427,Toyota,Toyota Corolla AE,Petrol,Manual,2,2006,140000,160000
1428,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2020,5000,600000
1429,Chevrolet,Chevrolet Tavera Neo,Diesel,Manual,2,2016,100000,470000
1430,Maruti,Maruti Swift Dzire,Petrol,Manual,2,2011,100000,300000
1431,Maruti,Maruti Baleno Delta,Petrol,Manual,1,2018,2000,600000
1432,Hyundai,Hyundai Grand i10,Petrol,Automatic,1,2020,4000,640000
1433,Tata,Tata Indica DLS,Diesel,Manual,4,2006,120000,50000
1434,Hyundai,Hyundai Verna 1.6,Petrol,Manual,1,2015,35000,600000
1435,Hyundai,Hyundai i10 Magna,LPG,Manual,1,2014,29000,290000
1436,Hyundai,Hyundai Verna 1.6,Petrol,Manual,1,2015,30000,600000
1437,Tata,Tata Manza Aqua,Diesel,Manual,1,2012,120000,190000
1438,Hyundai,Hyundai i10 Era,Petrol,Manual,3,2008,110000,160000
1439,Maruti,Maruti Alto K10,Petrol,Manual,1,2017,15000,325000
1440,Mahindra,Mahindra Bolero DI,Diesel,Manual,1,2006,73756,200000
1441,Toyota,Toyota Fortuner 2.8,Diesel,Automatic,1,2018,40000,2800000
1442,Chevrolet,Chevrolet Spark 1.0,Petrol,Manual,3,2011,60000,125000
1443,Hyundai,Hyundai i10 Magna,Petrol,Manual,4,2008,60000,155000
1444,Hyundai,Hyundai i20 Asta,Diesel,Manual,1,2015,90000,550000
1445,Maruti,Maruti Wagon R,Petrol,Manual,4,2009,70000,130000
1446,Maruti,Maruti 800 AC,Petrol,Manual,2,2002,70000,80000
1447,Toyota,Toyota Etios Cross,Diesel,Manual,2,2015,80000,500000
1448,Renault,Renault KWID RXT,Petrol,Manual,1,2019,27000,250000
1449,Mahindra,Mahindra XUV500 W8,Diesel,Manual,1,2012,70000,580000
1450,Daewoo,Daewoo Matiz SD,Petrol,Manual,1,2002,50000,60000
1451,Toyota,Toyota Etios GD,Diesel,Manual,1,2012,185000,300000
1452,Ford,Ford Figo Diesel,Diesel,Manual,2,2014,90000,200000
1453,Tata,Tata Hexa XT,Diesel,Manual,1,2017,16400,1200000
1454,Toyota,Toyota Etios Cross,Diesel,Manual,2,2015,80000,350000
1455,Mahindra,Mahindra XUV500 W8,Diesel,Manual,2,2012,80000,600000
1456,Honda,Honda Jazz V,Petrol,Manual,1,2019,4000,650000
1457,Maruti,Maruti A-Star Lxi,Petrol,Manual,1,2008,40000,120000
1458,Tata,Tata New Safari,Diesel,Manual,2,2010,120000,180000
1459,Hyundai,Hyundai Verna VTVT,Petrol,Automatic,1,2018,41395,950000
1460,Tata,Tata Manza Aura,Diesel,Manual,2,2012,35000,250999
1461,Skoda,Skoda Laura Ambiente,Diesel,Manual,1,2012,52000,385000
1462,Audi,Audi A8 L,Diesel,Automatic,2,2009,47000,1250000
1463,Chevrolet,Chevrolet Beat LT,Petrol,Manual,1,2013,50000,165000
1464,Hyundai,Hyundai Elantra SX,Petrol,Manual,1,2015,48000,700000
1465,Mahindra,Mahindra XUV500 W8,Diesel,Manual,1,2015,53000,750000
1466,Mahindra,Mahindra Renault Logan,Diesel,Manual,1,2008,213000,89999
1467,Datsun,Datsun redi-GO AMT,Petrol,Automatic,1,2018,15000,290000
1468,Tata,Tata Nano Cx,Petrol,Manual,2,2014,7000,45000
1469,Skoda,Skoda Superb Ambition,Diesel,Automatic,1,2013,88000,675000
1470,Nissan,Nissan Terrano XL,Diesel,Manual,1,2015,55000,530000
1471,BMW,BMW X1 sDrive20d,Diesel,Automatic,1,2014,48000,1485000
1472,Chevrolet,Chevrolet Enjoy TCDi,Diesel,Manual,1,2014,71014,325000
1473,Honda,Honda Amaze S,Diesel,Manual,1,2015,60000,400000
1474,Mahindra,Mahindra KUV 100,Diesel,Manual,1,2017,71000,380000
1475,Honda,Honda City i-VTEC,Petrol,Automatic,1,2016,45000,750000
1476,Honda,Honda Brio VX,Petrol,Manual,1,2017,45000,390000
1477,Maruti,Maruti Alto LXi,Petrol,Manual,1,2009,20000,110000
1478,MG,MG Hector Sharp,Diesel,Manual,1,2019,14000,1825000
1479,Audi,Audi A4 35,Diesel,Automatic,1,2019,17000,3256000
1480,Renault,Renault Scala Diesel,Diesel,Manual,1,2015,60000,370000
1481,Chevrolet,Chevrolet Beat Diesel,Diesel,Manual,2,2013,80000,210000
1482,Skoda,Skoda Laura Ambiente,Diesel,Manual,4,2007,181000,175000
1483,Hyundai,Hyundai Verna 1.6,Diesel,Manual,2,2012,89550,575000
1484,Mahindra,Mahindra Xylo D4,Diesel,Manual,3,2010,90000,320000
1485,Maruti,Maruti Swift Ldi,Diesel,Manual,3,2010,149500,280000
1486,Renault,Renault Duster 85PS,Diesel,Manual,2,2013,190000,500000
1487,Ford,Ford Fiesta Diesel,Diesel,Manual,1,2013,83000,380000
1488,Maruti,Maruti 800 AC,Petrol,Manual,2,2005,20000,120000
1489,Maruti,Maruti Eeco 5,Petrol,Manual,1,2018,20000,395000
1490,Skoda,Skoda Laura 1.9,Diesel,Manual,1,2010,160000,360000
1491,Nissan,Nissan Terrano XL,Diesel,Manual,1,2015,100000,451000
1492,Chevrolet,Chevrolet Spark 1.0,Petrol,Manual,2,2010,45000,175000
1493,Chevrolet,Chevrolet Spark 1.0,Petrol,Manual,2,2009,44800,170000
1494,Hyundai,Hyundai Santro Xing,Petrol,Manual,2,2006,40000,100000
1495,Maruti,Maruti Omni MPI,Petrol,Manual,3,2014,120000,150000
1496,Tata,Tata Indica Vista,Diesel,Manual,2,2011,10000,149000
1497,Tata,Tata Indica Vista,Diesel,Manual,2,2011,80000,160000
1498,Datsun,Datsun GO Plus,Petrol,Manual,1,2018,10000,434999
1499,Mahindra,Mahindra XUV500 W8,Diesel,Manual,1,2014,156000,800000
1500,Toyota,Toyota Innova 2.5,Diesel,Manual,2,2010,120000,819999
1501,Maruti,Maruti Baleno Vxi,Petrol,Manual,2,2007,100000,163000
1502,Mercedes-Benz,Mercedes-Benz E-Class 220,Diesel,Manual,2,2001,100000,350000
1503,Tata,Tata Indica GLS,Petrol,Manual,2,2006,100000,75000
1504,Maruti,Maruti Alto LXi,Petrol,Manual,2,2012,60000,180000
1505,Ford,Ford Figo Aspire,Diesel,Manual,1,2017,30000,675000
1506,Maruti,Maruti Swift VDI,Diesel,Manual,1,2013,170000,400000
1507,Volkswagen,Volkswagen Polo Diesel,Diesel,Manual,2,2013,100000,434999
1508,Tata,Tata Indigo GLX,Petrol,Manual,2,2006,110000,100000
1509,Maruti,Maruti Swift Dzire,Diesel,Manual,2,2015,170000,419000
1510,Tata,Tata Indica GLS,Petrol,Manual,1,2009,100000,200000
1511,Renault,Renault Scala Diesel,Diesel,Manual,1,2014,35000,400000
1512,Ford,Ford EcoSport 1.5,Diesel,Manual,2,2018,40000,790000
1513,Renault,Renault Duster 85PS,Diesel,Manual,2,2015,90000,500000
1514,Skoda,Skoda Rapid 1.6,Diesel,Manual,2,2012,120000,275000
1515,Hyundai,Hyundai i20 1.4,Diesel,Manual,2,2012,120000,450000
1516,Mahindra,Mahindra XUV500 W11,Diesel,Manual,1,2020,25000,1400000
1517,Renault,Renault Duster 110PS,Diesel,Manual,1,2015,15000,800000
1518,Maruti,Maruti Wagon R,Petrol,Manual,1,2014,41000,315000
1519,Maruti,Maruti Baleno Alpha,Petrol,Manual,1,2019,16000,700000
1520,Mahindra,Mahindra Bolero SLX,Diesel,Manual,1,2016,51000,585000
1521,Chevrolet,Chevrolet Sail 1.2,Petrol,Manual,1,2014,30000,350000
1522,Honda,Honda City i-DTEC,Diesel,Manual,1,2014,80000,495000
1523,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2017,50000,500000
1524,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2013,44000,345000
1525,Maruti,Maruti Baleno Sigma,Petrol,Manual,1,2015,10000,500000
1526,Maruti,Maruti Wagon R,Petrol,Manual,1,2016,33000,360000
1527,Maruti,Maruti Alto LXi,Petrol,Manual,1,2010,25000,210000
1528,Maruti,Maruti Alto K10,Petrol,Manual,1,2014,66000,220000
1529,Chevrolet,Chevrolet Aveo 1.4,Petrol,Manual,1,2009,48000,250000
1530,Toyota,Toyota Innova 2.5,Diesel,Manual,1,2016,146000,990000
1531,Mahindra,Mahindra Quanto C4,Diesel,Manual,4,2013,100000,220000
1532,Jaguar,Jaguar XF 3.0,Diesel,Automatic,2,2012,50000,1800000
1533,Honda,Honda City i,Petrol,Manual,1,2014,50000,530000
1534,Maruti,Maruti Baleno Alpha,Diesel,Manual,1,2016,50000,575000
1535,Mahindra,Mahindra Xylo E4,Diesel,Manual,1,2012,99000,400000
1536,Honda,Honda Mobilio S,Diesel,Manual,1,2016,50000,680000
1537,Hyundai,Hyundai Santa Fe,Diesel,Automatic,1,2014,80000,1000000
1538,Maruti,Maruti Alto 800,Petrol,Manual,2,2016,45000,260000
1539,Tata,Tata Manza Aura,Petrol,Manual,2,2010,50000,150000
1540,Maruti,Maruti Alto LXi,Petrol,Manual,3,2008,70000,180000
1541,Force,Force One EX,Diesel,Manual,1,2014,37516,346000
1542,Mahindra,Mahindra Xylo D2,Diesel,Manual,1,2015,20000,450000
1543,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2019,5000,500000
1544,Hyundai,Hyundai Grand i10,Diesel,Manual,1,2019,8000,700000
1545,Maruti,Maruti Alto 800,Petrol,Manual,1,2019,25880,280000
1546,Hyundai,Hyundai Santro Magna,Petrol,Automatic,1,2019,10000,475000
1547,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2009,50000,300000
1548,Maruti,Maruti Alto K10,Petrol,Manual,1,2014,40000,200999
1549,Skoda,Skoda Laura 1.9,Diesel,Manual,3,2009,100000,200000
1550,Chevrolet,Chevrolet Aveo U-VA,Petrol,Manual,2,2009,80000,210000
1551,Tata,Tata Indigo LS,Diesel,Manual,1,2012,110000,160000
1552,Hyundai,Hyundai Verna CRDi,Diesel,Manual,2,2009,136000,175000
1553,Tata,Tata New Safari,Diesel,Manual,1,2012,80000,320000
1554,Maruti,Maruti Alto LXi,Petrol,Manual,2,2009,50000,110000
1555,Maruti,Maruti Wagon R,Petrol,Manual,1,2008,30000,300000
1556,Honda,Honda City V,Petrol,Manual,1,2012,10000,700000
1557,Tata,Tata Indica Vista,Diesel,Manual,4,2009,90000,135000
1558,Mahindra,Mahindra Bolero Power,Diesel,Manual,1,2015,110000,500000
1559,Mahindra,Mahindra Scorpio VLX,Diesel,Manual,2,2012,120000,550000
1560,Toyota,Toyota Innova 2.5,Diesel,Manual,3,2014,90000,1050000
1561,Honda,Honda City i,Petrol,Manual,1,2016,20000,500000
1562,Maruti,Maruti Ritz VDi,Diesel,Manual,2,2011,90000,180000
1563,Hyundai,Hyundai Santro Xing,Petrol,Manual,2,2010,50000,170000
1564,Honda,Honda Brio 1.2,Petrol,Manual,1,2019,9000,484999
1565,Maruti,Maruti A-Star Vxi,Petrol,Manual,2,2011,70000,150000
1566,Maruti,Maruti Alto K10,Petrol,Manual,1,2018,25000,380000
1567,Hyundai,Hyundai Santro Sportz,Petrol,Manual,1,2019,10000,480000
1568,Tata,Tata Indica Vista,Diesel,Manual,4,2009,90000,135000
1569,Volkswagen,Volkswagen Polo Diesel,Diesel,Manual,2,2011,60000,290000
1570,Fiat,Fiat Linea Dynamic,Petrol,Manual,1,2013,70000,350000
1571,Maruti,Maruti Alto 800,Petrol,Manual,1,2014,25000,110000
1572,Hyundai,Hyundai Santro LE,Petrol,Manual,3,2003,80000,70000
1573,Volkswagen,Volkswagen Vento Petrol,Petrol,Automatic,3,2011,70000,300000
1574,Maruti,Maruti Alto 800,Petrol,Manual,1,2017,60000,180000
1575,Renault,Renault KWID RXL,Petrol,Manual,1,2020,20000,300000
1576,Maruti,Maruti Baleno Delta,Petrol,Manual,1,2017,60000,509000
1577,Maruti,Maruti SX4 S,Diesel,Manual,1,2016,80000,650000
1578,Maruti,Maruti Swift VDI,Diesel,Manual,3,2015,70000,450000
1579,Mahindra,Mahindra Jeep Classic,Diesel,Manual,2,1999,2020,170000
1580,Mahindra,Mahindra Scorpio 2.6,Diesel,Manual,2,2007,100000,210000
1581,Hyundai,Hyundai i20 Asta,Diesel,Manual,2,2013,80000,360000
1582,Toyota,Toyota Innova 2.5,Diesel,Manual,2,2011,120000,495000
1583,Maruti,Maruti Alto LX,Petrol,Manual,3,2006,100000,105000
1584,Hyundai,Hyundai i20 Magna,Petrol,Manual,3,2010,60000,270000
1585,Ford,Ford Figo Petrol,Petrol,Manual,1,2010,110000,130000
1586,Honda,Honda City i,Diesel,Manual,2,2014,90000,700000
1587,Chevrolet,Chevrolet Cruze LTZ,Diesel,Manual,1,2012,40000,400000
1588,Maruti,Maruti Swift ZXI,Petrol,Manual,2,2009,60000,250000
1589,Honda,Honda Amaze VX,Diesel,Manual,2,2013,94000,325000
1590,Maruti,Maruti Alto LXi,Petrol,Manual,1,2008,100000,69000
1591,Mahindra,Mahindra Scorpio S11,Diesel,Manual,1,2018,25000,1380000
1592,Maruti,Maruti Zen Estilo,Petrol,Manual,1,2007,90000,90000
1593,Mahindra,Mahindra XUV500 W6,Diesel,Manual,1,2016,40000,1000000
1594,Hyundai,Hyundai Accent GLE,CNG,Manual,2,2010,90000,145000
1595,Maruti,Maruti Alto K10,Petrol,Manual,4,2020,1100,250000
1596,Maruti,Maruti Swift VDI,Diesel,Manual,3,2011,70000,256000
1597,Tata,Tata Indica DLS,Diesel,Manual,1,2005,120000,70000
1598,Maruti,Maruti Wagon R,Petrol,Manual,4,2000,88500,50000
1599,Renault,Renault KWID RXT,Petrol,Manual,2,2016,70000,240000
1600,Tata,Tata Indica Vista,Petrol,Manual,1,2010,128000,97000
1601,Tata,Tata Indigo CR4,Diesel,Manual,1,2012,120000,130000
1602,Maruti,Maruti Swift 1.3,Petrol,Manual,1,2009,52536,199000
1603,Honda,Honda Civic 1.8,Petrol,Automatic,1,2006,70000,125000
1604,Hyundai,Hyundai Xcent 1.1,Diesel,Manual,1,2015,60000,420000
1605,Mahindra,Mahindra NuvoSport N8,Diesel,Manual,1,2016,110000,525000
1606,Hyundai,Hyundai Santro Xing,Petrol,Manual,1,2008,85000,125000
1607,Hyundai,Hyundai Verna Transform,Diesel,Manual,1,2010,135000,325000
1608,Volkswagen,Volkswagen Vento New,Diesel,Manual,4,2012,86000,330000
1609,Maruti,Maruti Wagon R,Petrol,Manual,1,2010,50000,110000
1610,Maruti,Maruti S-Presso VXI,Petrol,Manual,1,2019,1950,450000
1611,Maruti,Maruti Swift 1.3,Petrol,Manual,1,2005,118400,85000
1612,Honda,Honda Civic 1.8,Petrol,Manual,2,2007,70000,229999
1613,Hyundai,Hyundai i10 Magna,Petrol,Manual,2,2012,60000,250000
1614,Ford,Ford Ecosport 1.5,Diesel,Manual,1,2015,68000,650000
1615,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2017,46507,600000
1616,Toyota,Toyota Etios Liva,Petrol,Manual,1,2017,6480,650000
1617,Maruti,Maruti Vitara Brezza,Diesel,Manual,1,2017,32077,750000
1618,Toyota,Toyota Yaris G,Petrol,Manual,1,2018,19107,850000
1619,Hyundai,Hyundai EON Era,Petrol,Manual,1,2017,18469,315000
1620,Maruti,Maruti Swift LXI,Petrol,Manual,1,2015,28217,415000
1621,Maruti,Maruti Ciaz ZDi,Diesel,Manual,1,2016,72787,640000
1622,Maruti,Maruti Ciaz 1.4,Petrol,Manual,1,2017,31063,780000
1623,Toyota,Toyota Fortuner 4x2,Diesel,Automatic,1,2017,79641,2595000
1624,Hyundai,Hyundai Creta 1.6,Diesel,Manual,1,2015,58692,850000
1625,Hyundai,Hyundai Creta 1.6,Diesel,Manual,1,2015,54784,900000
1626,Toyota,Toyota Corolla Altis,Petrol,Manual,1,2016,64156,1150000
1627,Maruti,Maruti Esteem Lxi,Petrol,Manual,1,2007,54000,75000
1628,Volkswagen,Volkswagen Vento Diesel,Diesel,Manual,1,2012,97000,215000
1629,Maruti,Maruti SX4 ZXI,Petrol,Automatic,2,2009,120000,130000
1630,Hyundai,Hyundai Santro Magna,Petrol,Automatic,1,2019,16000,400000
1631,Maruti,Maruti Swift Dzire,Petrol,Automatic,1,2019,60000,550000
1632,Chevrolet,Chevrolet Beat LT,Petrol,Manual,1,2016,52000,245000
1633,Maruti,Maruti Swift VDI,Diesel,Manual,4,2010,110000,320000
1634,Mahindra,Mahindra TUV 300,Diesel,Automatic,2,2016,60000,730000
1635,Ford,Ford Fusion 1.6,Petrol,Manual,3,2005,100000,120000
1636,Honda,Honda City i-VTEC,Petrol,Manual,1,2017,35000,950000
1637,Maruti,Maruti Wagon R,Petrol,Manual,3,2017,48000,350000
1638,Maruti,Maruti Esteem Vxi,Petrol,Manual,2,2005,20000,100000
1639,Maruti,Maruti Wagon R,Petrol,Manual,1,2017,30000,350000
1640,Maruti,Maruti Wagon R,Petrol,Manual,2,2005,40000,80000
1641,Hyundai,Hyundai Verna 1.6,Petrol,Manual,1,2013,60000,370000
1642,Hyundai,Hyundai EON D,Petrol,Manual,2,2012,70000,160000
1643,Tata,Tata Sumo Victa,Diesel,Manual,1,2009,120000,130000
1644,Chevrolet,Chevrolet Sail Hatchback,Petrol,Manual,1,2016,30000,250000
1645,Tata,Tata New Safari,Diesel,Manual,2,2012,80000,270000
1646,BMW,BMW X1 sDrive,Diesel,Automatic,1,2019,9500,2600000
1647,Hyundai,Hyundai EON Era,Petrol,Manual,1,2013,80000,160000
1648,Hyundai,Hyundai EON Magna,Petrol,Manual,1,2016,80000,229999
1649,Mahindra,Mahindra Bolero Power,Diesel,Manual,1,2017,29000,750000
1650,Chevrolet,Chevrolet Optra Magnum,Diesel,Manual,1,2011,120000,195000
1651,Toyota,Toyota Etios Cross,Petrol,Manual,1,2015,60000,320000
1652,Mahindra,Mahindra Scorpio S7,Diesel,Manual,1,2018,20000,1100000
1653,Datsun,Datsun RediGO S,Petrol,Manual,1,2016,22000,270000
1654,Skoda,Skoda Fabia 1.2,Petrol,Manual,1,2012,50000,300000
1655,Chevrolet,Chevrolet Beat Diesel,Diesel,Manual,1,2012,50000,200000
1656,Maruti,Maruti Zen Estilo,Petrol,Manual,1,2007,81366,120000
1657,Maruti,Maruti Esteem Vxi,Petrol,Manual,1,2006,110000,95000
1658,Volkswagen,Volkswagen Polo Petrol,Petrol,Manual,1,2013,100000,400000
1659,Toyota,Toyota Innova 2.5,Diesel,Manual,1,2006,300000,229999
1660,Mahindra,Mahindra KUV 100,Diesel,Manual,1,2016,20000,430000
1661,Renault,Renault Fluence 1.5,Diesel,Manual,1,2012,90000,300000
1662,Fiat,Fiat Linea Dynamic,Petrol,Manual,1,2013,70000,350000
1663,Renault,Renault Duster 110PS,Diesel,Manual,1,2013,120000,450000
1664,Renault,Renault KWID RXT,Petrol,Manual,2,2016,53000,200000
1665,Maruti,Maruti Alto 800,Petrol,Manual,1,2017,30000,250000
1666,Maruti,Maruti Swift Dzire,Petrol,Manual,2,2012,90000,368000
1667,Maruti,Maruti Swift Dzire,Petrol,Manual,2,2012,90000,368000
1668,Toyota,Toyota Innova 2.5,Diesel,Manual,1,2014,244000,650000
1669,Mahindra,Mahindra Jeep CL,Diesel,Manual,3,1997,120000,150000
1670,Maruti,Maruti Wagon R,LPG,Manual,1,2012,60000,180000
1671,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2017,15000,525000
1672,Ford,Ford Endeavour 4x4,Diesel,Manual,2,2005,150000,350000
1673,Mahindra,Mahindra TUV 300,Diesel,Manual,2,2018,30000,850000
1674,Volkswagen,Volkswagen Jetta 2.0,Diesel,Manual,3,2011,312000,350000
1675,Maruti,Maruti Esteem Lxi,Petrol,Manual,1,2007,54000,75000
1676,Maruti,Maruti Swift 1.3,Petrol,Manual,1,2005,67000,160000
1677,Maruti,Maruti Swift LDI,Diesel,Manual,1,2017,40000,500000
1678,Hyundai,Hyundai Santro Xing,Petrol,Manual,1,2008,100000,130000
1679,Tata,Tata Zest Quadrajet,Diesel,Manual,2,2015,100000,350000
1680,Maruti,Maruti Wagon R,Petrol,Manual,1,2005,80000,70000
1681,Toyota,Toyota Innova 2.5,Diesel,Manual,2,2014,145000,750000
1682,Honda,Honda Amaze VX,Diesel,Manual,1,2013,53000,450000
1683,Maruti,Maruti Swift Dzire,Diesel,Manual,3,2015,73000,430000
1684,Maruti,Maruti SX4 VDI,Diesel,Manual,3,2011,90000,260000
1685,Maruti,Maruti Swift VDI,Diesel,Manual,3,2013,80000,370000
1686,Chevrolet,Chevrolet Aveo 1.4,CNG,Manual,1,2011,100000,229999
1687,Ford,Ford Figo Diesel,Diesel,Manual,3,2011,90000,140000
1688,Toyota,Toyota Innova 2.5,Diesel,Manual,1,2013,200000,700000
1689,Hyundai,Hyundai Elite i20,Petrol,Manual,1,2020,7300,545000
1690,Datsun,Datsun RediGO T,Petrol,Manual,1,2017,30000,200000
1691,Tata,Tata Safari Storme,Diesel,Manual,1,2015,120000,500000
1692,Maruti,Maruti Alto LXi,Petrol,Manual,2,2008,90000,70000
1693,Mahindra,Mahindra Thar 4X4,Diesel,Manual,3,2013,25000,580000
1694,Maruti,Maruti Eeco 5,CNG,Manual,2,2012,70000,160000
1695,Hyundai,Hyundai Grand i10,Petrol,Manual,1,2018,6000,450000
1696,Maruti,Maruti Alto LXi,Petrol,Manual,1,2010,36000,160000
1697,Maruti,Maruti Ertiga SHVS,Diesel,Manual,1,2016,49000,760000
1698,Hyundai,Hyundai EON Magna,Petrol,Manual,1,2015,22000,300000
1699,Maruti,Maruti Omni 5,LPG,Manual,2,1998,35000,50000
1700,Mahindra,Mahindra Bolero 2011-2019,Diesel,Manual,1,2019,24000,800000
1701,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2018,20000,680000
1702,Maruti,Maruti 800 DUO,LPG,Manual,2,2009,50000,85000
1703,Toyota,Toyota Innova Crysta,Diesel,Manual,1,2016,70000,1300000
1704,Maruti,Maruti Swift VXI,Petrol,Manual,1,2016,60000,500000
1705,Audi,Audi Q5 2.0,Diesel,Automatic,1,2015,35000,3500000
1706,Hyundai,Hyundai Accent GLX,Petrol,Manual,1,2008,60000,145000
1707,Mahindra,Mahindra Quanto C6,Diesel,Manual,1,2013,60000,300000
1708,Maruti,Maruti Swift VDI,Diesel,Manual,2,2017,60000,600000
1709,Maruti,Maruti Swift Dzire,Petrol,Manual,2,2015,70000,400000
1710,Hyundai,Hyundai Santro Xing,Petrol,Manual,2,2007,135000,130000
1711,Maruti,Maruti 800 AC,Petrol,Manual,2,2001,72539,45000
1712,Maruti,Maruti Baleno Zeta,Petrol,Manual,1,2017,25000,641000
1713,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2015,50000,650000
1714,Ford,Ford Freestyle Titanium,Diesel,Manual,0,2020,101,784000
1715,Ford,Ford Figo Titanium,Petrol,Manual,0,2020,101,635000
1716,Ford,Ford Ecosport 1.5,Diesel,Manual,0,2020,101,1000000
1717,Ford,Ford Figo 1.5D,Diesel,Manual,1,2015,52328,495000
1718,Hyundai,Hyundai Santro Xing,Petrol,Manual,1,2013,30000,324000
1719,Ford,Ford Endeavour 3.2,Diesel,Automatic,1,2016,91505,2100000
1720,Maruti,Maruti Alto 800,Petrol,Manual,1,2018,35000,200000
1721,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2015,60000,320000
1722,Hyundai,Hyundai EON Magna,Petrol,Manual,1,2015,20500,300000
1723,Tata,Tata Indica Vista,Diesel,Manual,1,2013,200000,180000
1724,Toyota,Toyota Innova 2.5,Diesel,Manual,3,2008,154000,500000
1725,Toyota,Toyota Etios VX,Petrol,Manual,2,2011,120000,305000
1726,Maruti,Maruti 800 AC,Petrol,Manual,4,2009,50000,125000
1727,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2015,135000,800000
1728,Mahindra,Mahindra Scorpio SLE,Diesel,Manual,1,2009,100000,420000
1729,Maruti,Maruti Vitara Brezza,Diesel,Manual,1,2017,40000,875000
1730,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2014,70000,580000
1731,Maruti,Maruti Swift Ldi,Diesel,Manual,2,2011,133000,350000
1732,Hyundai,Hyundai Accent GLS,Petrol,Manual,2,2004,110000,120000
1733,Tata,Tata Indica Vista,Diesel,Manual,3,2013,180000,150000
1734,Renault,Renault Duster 110PS,Diesel,Manual,1,2013,120000,650000
1735,Maruti,Maruti Alto K10,Petrol,Manual,2,2010,80000,225000
1736,Honda,Honda Amaze S,Petrol,Automatic,1,2014,15000,400000
1737,Hyundai,Hyundai Getz GLS,Petrol,Manual,1,2005,70000,250000
1738,Hyundai,Hyundai Santro Xing,Petrol,Manual,2,2008,41723,120000
1739,Maruti,Maruti SX4 Vxi,Petrol,Manual,1,2010,70000,250000
1740,Maruti,Maruti Alto K10,Petrol,Manual,2,2012,20000,175000
1741,Renault,Renault Duster 85PS,Diesel,Manual,2,2013,1000,450000
1742,Maruti,Maruti Ignis 1.3,Diesel,Manual,1,2018,26350,590000
1743,Tata,Tata Indigo CS,Diesel,Manual,1,2015,68745,225000
1744,Mahindra,Mahindra XUV500 W6,Diesel,Manual,1,2016,47000,900000
1745,Maruti,Maruti Alto K10,Petrol,Automatic,1,2017,27289,375000
1746,Hyundai,Hyundai EON Era,Petrol,Manual,1,2016,24662,320000
1747,Maruti,Maruti Swift Dzire,Diesel,Manual,1,2013,37000,525000
1748,Nissan,Nissan Evalia XV,Diesel,Manual,1,2014,28245,650000
1749,Hyundai,Hyundai Grand i10,Diesel,Manual,1,2017,27005,575000
